id,category,question1,question2,question3,paraphrase1,paraphrase2,reviewerID,asin,start_index,end_index
38G0E1M86QKPSNOZ4R7CL1HCW98VU1,Bird feeder,Would you like a bird feeder that is easy to fill and has nice features for keeping it clean and in good shape?,Are you looking for a bird feeder that is easy to fill and has nice features for keeping it clean and in good shape?,Do you want a bird feeder that is easy to fill and have nice features for keeping them clean and in good shape?,Do you want a bird feeder that you can fill easily and that has nice features to keep it clean and in good shape?,Are you interested in buying a bird feeder which is easy to fill and has nice features for keeping them clean and good shape?,A32VFJX0MAGKIQ,B000HHLHK8,134,219
38LRF35D6PB5GEMGKH1626PT5PFU33,Blender,Are you looking for a blender with sharp knifes that can handle ice and veggies?,Are you looking for a blender with sharp blades and perfect for adding ice and veggies?,Are you looking for a blender with sharp blades that are perfect for adding ice and veggies?,Do you want a blender with sharp knifes that can handle ice and veggies?,Would you want a blender with sharp blades that can easily crush ice or chop veggies?,A2EDQC4CDBHBH9,B00939FV8K,67,126
38LRF35D6PB5GEMGKH1626PT5PG3UD,Tent,"Would you be interested in a tent spacious enough for anyone under 6' 2"" tall?",Would you be interested in a taller tent?,Do you need a tent that provides laying down space if you are over 6 foot 2?,how about a tent that is good for taller people?,"Are you looking for a spacious tent for everyone under 6' 2"" tall?",A247YKHD8FM1G3,B019WZFMGA,1268,1372
38O9DZ0A762VTL0WKZPY3Q6LVHH625,Snow shovel,"Are you looking for a snow shovel for scraping, lift and toss snow?","Will you be interested in snow shovels with nice length handle having 24"" width , suitable for scraping and small enough to lift and toss?","Have you observed that the handle is a nice length and that the 24"" width is a fine one for scraping but also small enough that you can lift and toss snow with it if needed?",Are you looking for a snow shovel with a handle of 24 inches in width?,"Are you interested in a 24"" handled snow shovel that makes it easy to scrape, lift and toss snow?",AS7LUSEFZBVJM,B004BGBVZC,1161,1294
38O9DZ0A762VTL0WKZPY3Q6LWPY26Z,Blender,Would you like a blender suitable for blending frozen food?,Would like to buy blender to make frozen protein smoothies with frozen fruit and ice cubes?,Ready to eat healthy? Looking for a blender that is perfect for blending frozen fruit into an amazing protein smoothie?,Are you looking for a blender to make frozen protein smoothies with frozen fruit and ice cubes?,Will a blender that is effective in blending frozen fruit and ice cubes interest you?,A1T597764CXJHG,B0002CA3SU,121,208
38O9DZ0A762VTL0WKZPY3Q6LWPY623,Bike,Would you be interested in a low cost bike to ride on a paved road?,Would you be interested in a bike that is easy to store?,Are you looking for a low cost bike just to ride on a paved road?,Do you need a low cost and easy to storage bike to ride on a paved road?,Are you looking for a low-cost bike to ride on a paved road?,ASY1POKR4TH0B,B002TIS63E,1215,1334
38RHULDVA2UXYLT40KNUO0CF9NNIWQ,Snow shovel,Are you looking for a snow shovel which is perfect for moving wet heavy snow?,Are you looking for a Snow shovel that is perfect for moving wet heavy snow?,Are you looking for a snow shovel for moving wet heavy snow?,Do you looking for a snow shovel for moving wet heavy snow?,Would you like to see a snow shovel that is perfect for moving wet heavy snow ?,A32LD83G7I0OV1,B000JLK0SM,0,38
38RHULDVA2UXYLT40KNUO0CF9NNWI4,Walk-behind lawnmower,,,,,,A171CTTQ6TVAAC,B00SSBL02U,1911,2000
38VTL6WC5ESPB2TP81MOKOTQF9HY5V,Ski jacket,"do you want a ski jacket , perfect for spring and fall?",Are you looking for a jacket which is great for spring and fall?,Do you want a jacket that is great for spring and fall?,Is your currently search for a jacket you can use for skiing in spring and fall?,Would you be interested in a great ski jacket meant for both spring and fall?,A1PWCW7IABK5N0,B00LLV8H6Q,0,42
38VTL6WC5ESPB2TP81MOKOTQF9I5Y3,Bird feeder,Are you search of an easily cleanable bird feeder?,Would you be interested in an easy to clean feeder?,Would you be interested in a bird feeder which is so easy to clean?,Are you looking for a easily cleaned bird feeder?,Would you like a feeder that is easy to clean?,ASZW8ZPCVO1AE,B00GSQBYNC,378,492
38XPGNCKIXFQBPUKPLGU8XJIXWL4VO,Vacuum,Are you looking for a vacuum that is great for getting into those hard to reach areas?,Are you looking for a vacuum cleaner that is great for getting into those hard to reach areas?,Are you looking for a vacuum that is great to use in hard to reach areas?,are you interested in a vacuum that is excellent in getting into those hard to reach areas?,Have you found  a vacuum that is great to use in hard to reach areas?,A1J0R195204Q04,B014P3B7TU,85,136
38Z7YZ2SC7HSEOXIOBOOWBUTKEPQIW,Vacuum,Would you like to see the vacuum cleaner which allows you to vacuum your ceiling fixtures without having to take the light fixture down?,Are you looking for a vacuum for cleaning ceiling fixtures without having to take the light fixture down?,Are you looking for a vacuum cleaner that is great for vacuuming dead bugs out of your ceiling fixtures without having to take the light fixture down?,Are you in search of a vacuum cleaner great for cleaning your ceiling fixtures from dead bugs without having to take the light fixture down?,Do you prefer to buy a vacuum for cleaning ceiling features without having to take the light fixture down?,A3TX0SLJYG3JPO,B00002N8CX,591,700
38Z7YZ2SC7HSEOXIOBOOWBUTLM6QIU,Ski jacket,,,,,,AG0N2V2T6C1QP,B00WDW5WEM,13,80
3909MD9T33WJ7U5NECN3ZXSNMRRFEH,Bird feeder,Are you looking for a bird feeder that is wide enough to be cleaned easily?,Would you like a bird feeder with an opening for adding the food that is wide enough to pour into easily and is wide enough for easy cleaning?,Would you be interested in a bird feeder that has a opening for adding the food which is wide enough to pour into easily and looks to be wide enough for easy cleaning?,Do you need a bird feeder with a wide opening?,How about a bird feeder that has a wide opening that can be easily cleaned?,ABB4W7IN43YO9,B00XIWL8GC,107,219
391FPZIE5G1KAMTFZ2Q860Q3OUXUHA,Backpacking pack,Would you be interested in a backpacking pack with a main compartment and a small pocket inside the main compartment allowing for storing smaller items and having them readily available?,Do you want a backpacking pack with a main compartment that allows for storing smaller items?,are you interrested in a backpack with a small pocket inside the main compartment allow for storing smaller items and having them readily available?,Would you like a pack used for backpacking that has a small pocket for smaller items?,Would you want a backpack with an inside pocket of the main compartment perfect for small items?,A3K7YJBGSYHGC2,B0157N2HKU,291,422
391FPZIE5G1KAMTFZ2Q860Q3OUYHUY,Grill,,,,,,A912X0X8IW4B3,B0002YU0I6,0,38
39AYGO6AGJZRI7PP6INIVE9J7KP6NU,Blender,,,,,,A2LQQFH5YF98D0,B000RRJSMM,160,243
39HYCOOPLS0KLYJ444GWO5UBJG1MD1,Bird feeder,Would you be interested in a bird feeder to hang in a tree?,Are you looking for a bird feeder for clinging birds like the red bellied wood peckers to feed?,Would you be interested in a bird feeder for clinging birds like the red bellied wood peckers to feed?,What about a bird feeder you can hang in a tree for birds like red bellied wood peckers?,Are you looking to buy a bird feeder suitable for birds such as  the red bellied wood peckers?,A2OS42GHUMLQ5,B00ABGSX4S,312,424
39I4RL8QHNWLTOZ0KWZQTWS9PHA4HY,Grill,are you interrested in a grill with the perfect size for cooking for 4 people?,Would you like a grill that can fit a large pan big enough for cooking for 4 people?,Would you be interested in a grill which is perfect for cooking for 4 people and has enough space on the grill for 1 large pan?,Are you interested in a grill for 4 that you can put a large pan on?,Would you like a perfect grill that fits in your sink and fits 4 people?,A3JQJFC0HOZ0RY,B000P9F092,519,607
39I4RL8QHNWLTOZ0KWZQTWS9PHAH4B,Vacuum,Are you looking for a vacuum cleaner that is very powerful and great for cleaning your car?,Would you be interested in Vacuum that is very powerful and great for cleaning the car?,do you want a very powerful vacuum for cleaning a car?,Would you like a vacuum cleaner that is very efficient for cleaning the car?,Are you interested in a vacuum that is very powerful and great for cleaning your car?,AP5B60GCDN55,B004BSH9FG,63,122
39KMGHJ4S3PTJ0B33N53B13FMOS00C,Backpacking pack,Are you looking for a backpacking pack that works great to get water if you are on the trail or on the road?,Are you looking for a backpack that works great to get water on the trail or on the road?,Would you be interested in a backpacking pack which you can use for dirtbiking on multi purpose bikes and it works great you can get water if your on the trail or on the road?,Do you want to buy a multi purpose backpack for dirtbiking on a trail or on the road?,Do you have any interest in a backpack which works better to get water on the road or trail?,A1ILSYU043ETWF,B00437Z9PM,0,124
39KV3A5D2CM72KVZXO9W0MJLPUH7S6,Grill,Are you looking for a perfect grill for camping?,Do you want a grill that is perfect for camping?,Are you looking for a grill that is perfect for camping?,Would you like a great grill for camping?,Do you want to buy a grill that is perfect for camping?,A1F1T8QVAYTEOV,B00FDOONEC,0,78
39N6W9XWSH2NRZI9PX5FOLKF5IVYGD,Ski jacket,Are you looking for a ski jacket with an extra stash bag?,Would you be interested a ski jacket with good fit and with it's own stash bag for packing it into?,Are you looking for a Ski jacket that fits you good and comes with it's own stash bag for packing it into?,Do you want a ski jacket with a stash bag for keeping things and has a great fit?,Do you need a good fit ski jacket with an extra stash bag for packing it into?,A1YBLRBCTKO4TX,B00EXB6510,40,112
39O0SQZVKRMV15VMIZ9RACEP3SXR71,Bird feeder,Are you looking for a bird feeder with a shut-off lever for filling?,Do you want bird feeder that has shut-off lever for filling?,Do you want a bird feeder with a shut-off lever?,Are you in need of a bird feeder that has shut-off lever for filling?,Are you interested in a bird feeder with a shut-off lever for filling?,A34PXZU96OTNEG,B000GGOG30,142,217
39O0SQZVKRMV15VMIZ9RACEP3SY7RI,Espresso machine,,,,,,A2BPH93LMF05ON,B005M83200,841,938
39O6Z4JLY6CH9RIU9WIZ58GGPJ8XVX,Bike,Are you looking for a 21 speed bike with gears that are perfect for riding in the creeks?,Are you looking for a a bike with 21 speed gearing?,Are you looking for a bike with 21 gears that is great for going up and down creeks?,Would you like to buy a bike with 21 gears that is perfect for riding in the creeks?,Are you interested in a 21 speed bike with gears that are perfect for riding in the creeks?,A27ZZZNFCG8BWG,B00DRFSKNO,863,958
39O6Z4JLY6CH9RIU9WIZ58GGQRPVXT,Ski jacket,Would you like a ski jacket that makes sure no cold air or snow can run up your arms?,Do you have need for a ski jacket that ensures no cold air or snow can run up your arms?,Do you want a ski jacket warm enough to block cold air?,Will you need the ski jacket to block cold air?,Would you like to have a jacket that can inhibit the cold snow air?,AN2U20HKZPQB9,B00KU10V58,1115,1188
39RRBHZ0BYG6EMI9AE6K2TWRYRNVZQ,Bike,,,,,,A2ULMBOMLCPS94,B0085HTJNY,15,131
39RRBHZ0BYG6EMI9AE6K2TWRYRNZVU,Backpacking pack,do you want a backpack with loop for walking poles and a lot of straps to attached items to outside of bag?,Do you want a backpacking pack with loops for walking poles and also lot of straps outside for attaching items?,Would you like a backpacking pack with loops for walking poles and many attachment straps?,Do you have interest in a backpack that has a loop for walking poles and various attachment straps?,Would you be interested in a backpack that comes with loops to keep walking poles and extra straps to keep other requirements?,A2RE2VSKJF8JLH,B000F34ZKS,197,280
39TX062QY53XXIGBPMCTMDOXZ7X3X5,Blender,Are you looking for a blender that works well for making smoothies out of frozen fruit?,Are you looking for a blender which works well for making smoothies out of frozen fruit?,Do you want a blender for making smoothies out of frozen fruits?,Will you be using the blender to make smoothies?,Do you want your blender to make smoothies from frozen fruit?,A2PE026LSYQHDQ,B00B2U7KX2,44,95
39WICJI5BX7M2DGQQ40EJY4877UZ3X,Blender,,,,,,AJNZQZVL8MG6P,B00023J0C4,1476,1602
39WICJI5BX7M2DGQQ40EJY4877V3Z2,Vacuum,,,,,,A3C2Z6EYQQBXZV,B0072J3I9M,586,629
39WSF6KUW60DD7IGDF6TMR11ESHOEB,Tent,"Do you need a light weight , solid quality tent at a great price?",Do you want a lightweight backpack with solid quality at a great price?,do you want a tent with solid quality and lightweight for backpacking at a great price?,"Would you be interested in a good quality, lightweight tent at an economical price that can be easily carried as a backpack?","Are you looking for a lightweight, solid, quality tent at a great price?",A30TO62XZIQFXD,B00452C2KA,9,71
39WSF6KUW60DD7IGDF6TMR11ESIEO2,Espresso machine,Would you like an expresso machine that is handy for producing shot after shot and has a steamer that actually gets the milk hot and produces a nice froth?,Are you looking for a espresso machine with handy tank to produce shot after shot with nice frothy hot milk?,Do you need an Espresso machine with the handy water tank for producing shot after shot and the steamer which actually gets the milk really hot and produces a nice froth?,"Would you prefer an Espresso machine with a handy tank for shot-after-shot drinks, with a steamer that heats the milk and produces nice froth?",Are you interested in an expresso machine that is handy for producing shot after shot and has a steamer that actually gets the milk hot and produces a great froth?,A3CQCBIBBHEPS1,B00007CWFD,371,500
39XCQ6V3L2JNSIJJ2IRW1X9XGZP563,Snow shovel,Are you looking for a snow shovel for pushing and shoveling snow easily?,Do you want a snow shovel that is good for pushing snow and easy to shovel the snow after it is pushed?,Would you be interested in acquiring a good shovel to push the snow?,Searching for a snow shovel that is good for pushing snow and easy to shovel the snow after its pushed?,How does a show shovel that is ideal for pushing and shoveling snow sound?,A36LGARCEYG6PQ,B0011MPO5M,17,91
39XCQ6V3L2JNSIJJ2IRW1X9XGZP654,Ski jacket,,,,,,A3CS2KHAYYUR2E,B0040V5U6O,21,104
3A3KKYU7Q7WJU4JVLZLMGTJWQW7WMK,Blender,Are you looking for a blender that makes the smoothest mashed potatoes and great for making homemade whipped cream?,Are you interested in a blender that makes the smoothest mashed potatoes and great for homemade whip cream?,Are you interested in a blender which makes the smoothest mashed potatoes and is great for making homemade whip cream?,Do you want a blender that makes the smoothest mashed potatoes and great for making homemade whipped cream?,Do you want a blender which makes the smoothest mashed potatoes and is great for making homemade whip cream?,A1FY1FM0IL0KS7,B00ARQVLGO,137,213
3A520CCNXRFOB3OF3W1BLWHWPBEAEZ,Bird feeder,,,,,,A1LGURPQPANMTB,B000667W4A,940,987
3A520CCNXRFOB3OF3W1BLWHWPBEEA3,Backpacking pack,Are you looking for a best price-to-performance backpack for commuting?,Do you want to have a better Backpacking pack for commuting for the price?,Would you like a backpacking pack that is great for commuting and has a great price?,Are you interested in  a commuting backpack?,Would you be interested in a best price-to-performance backpack for commuting?,AX4W8U3GU41PT,B006P56F94,1125,1203
3A9LA2FRXWTCRQNA471VQ7P7ICEXH5,Espresso machine,Do you need an Espresso machine with a thermometer for frothing the milk that would allow to have perfect milk every time?,Do you want an espresso machine with a thermometer?,Are you interested in a thermometer for milk frothing that would let you have perfect milk every time?,Would you like an espresso making machine that can tell the temperature of the milk?,Would you care to buy an espresso machine equipped with a thermometer for frothing the milk?,A30KHZ0X2TE23F,B001CNG7RY,1222,1338
3A9LA2FRXWTCRQNA471VQ7P7ICFHXQ,Snow shovel,Are you looking for simple light weight snow shovel for winter use?,Do you need a a simple light weight snow shovel for digging yourself out of a ditch in the winter?,Would you be interested in snow shovel helping you make digging out of a ditch in the winter?,Do you want a simple light weight snow shovel that you can use in the winter?,Would you be interested in a simple lightweight snow shovel for digging yourself out of a ditch in the winter?,A1CSRR7FCKBL9M,B002SIR91A,0,81
3AA88CN99TISTLESFOQUMDC8CZCYKG,Tent,Are you looking for a tent with opposite doors that result in exciting times playing chase?,Would you be interested in a tent that has opposite doors as it made for exciting time?,Are you looking for a tent with opposite doors?,Would you like a tent that has opposite doors so you can play games of chase in?,Would you want a tent that has opposing doors?,A1O3GSB1UD3K0R,B00B7N6R0Q,445,648
3ABAOCJ4SCJEA7N99QMGO41A1N9QMC,Grill,Do you want a grill perfect for cooking fish on?,Would you be interested in a grill that's perfect for cooking fish?,Would you like a grill which is perfect for cooking fish?,How about a grill that is useful for cooking fish?,Are you looking for a grill that is perfect for cooking fish?,AADQXONRGI10Z,B00022OK2A,95,131
3ABAOCJ4SCJEA7N99QMGO41A2VQQMA,Espresso machine,Are you looking for an espresso machine that functions well and there is not need for tamping or grinding the coffee beans finely?,Do you need an Espresso machine with no need for tamping and no need a very fine grind?,Are you interested in espresso machine letting you free from grinding and tamping?,Would you like to buy an Expresso macine with no need for tamping an no need a very fine grind ?,Do you want an Espresso machine that functions well and there is not need for tamping or grinding the coffee beans finely?,A2XX1TG0KMZQAG,B000A2BU3Y,562,627
3AC6MFV6AOX1WLNP5PPGNS5IQCCZH4,Tent,Are you looking for a tent that's fantastic for backpacking?,do you need a tent for backpacking?,would you like a great tent for backpacking?,Searching for a great tent for backpacking?,Would you like to have tent that is great for backpacking?,ACHTDPEQYSEQL,B00NFCFO0Q,2045,2077
3AC6MFV6AOX1WLNP5PPGNS5IQCDHZN,Snow shovel,,,,,,AN54A7RGXL9ES,B000A1CFKW,252,343
3ACRLU861RTTUDT79A17G7127TZEBY,Walk-behind lawnmower,Do you want a walk-behind lawnmower that can be height adjusted and has quick-release knobs for folding for storage?,Are you looking for lawnmower that has height adjustment and quick release knobs for folding for storage in one location?,Are you looking for a walk-behind lawmower with an easy height adjustment system?,are you searching for a walk-behind lawmower with an easy height adjustment system?,Are you in need of a walk-behind lawnmower with an easy height adjustment system?,A2QK8991KLKI20,B00SSBL02U,596,674
3AFT28WXMJHPTCK29YWK76ZT6LOOIK,Blender,Do you want a blender that can be used for making smoothies and also for chopping?,Are you interested in a blender that has the capabilities to both chop and create smoothies?,Do you want a blender for chopping and smoothies?,"This blender can make smoothies and chop, do you want to try it?",Would your ideal blender be used for both chopping and smoothie making?,A15I4163R1SME4,B004XK4N9C,54,112
3AJA9FLWTGDVNZ79AVDUKCQFEKYFIQ,Grill,,,,,,A1RDX3NR890FOQ,B016ZIB8WE,656,785
3APP19WN85TL8F83JEAN5U0M6836GM,Walk-behind lawnmower,Are you looking for a lawnmower that is perfect for providing motivation for keeping your yard healthy?,Are you looking for a walk-behind lawnmower that provides motivation for keeping my yard healthy?,Are you interested in a walk-behind lawnmower that might provide motivation for keeping your yard healthy?,Are you searching for a lawnmower that will help you stay interested in maintaining the yard?,Are you interested in walking behind the lawnmower that might provide motivation for keeping your yard healthy?,ADGIGEKDJNY4A,B00004RA3E,535,603
3AQN9REUUJVKFF8IN747I0HISQFYD3,Espresso machine,,,,,,A1E0U3G9I2X2SX,B000E3ZF76,651,693
3ATYLI1PSXHLON48RGHKJ7ETJ0DJOR,Bird feeder,Do you need something with which to hang a 32 ounce hummingbird feeder outdoors?,Are you looking for a hook to hang a 32 ounce hummingbird feeder outdoors?,are you interrested in a perfect bird feeder for a 32 ounce hummingbird?,Are you in need of a perfect bird feeder for a 32 ounce hummingbird?,Do you want to buy a bird feeder for a 32 ounce hummingbird?,A189JMJ5R7PQA0,B00RP4LDLY,143,201
3ATYLI1PSXHLON48RGHKJ7ETJ0DOJW,Blender,Are you looking for a blender that works fairly well for classical smoothies and basic things?,Are you looking for a blender for making smoothies?,Would you be interested in a blender that works well for classical smoothies and basic things?,Do you require a blender that makes classical smoothies and basic things.,Searching for a blender that is great for classic smoothies and basic things?,A237A8ZGPJW32D,B00VM6IPI0,0,91
3AXFSPQOZUDRIARFSDYUWD5FRZMJF5,Ski jacket,,,,,,A3R61ZBLJFXC9O,B00UW7Z43O,84,132
3AXFSPQOZUDRIARFSDYUWD5FRZNFJ2,Walk-behind lawnmower,,,,,,A2GBPM7NP96746,B00004RA3E,878,926
3B286OTITIWWMJA7HXC2ICUOUJ9JAS,Bird feeder,,,,,,A4QH31ZYQT6MQ,B019TIOWYI,1477,1602
3B286OTITIWWMJA7HXC2ICUOUJAAJK,Grill,Would you like a grill that takes up little space but is spacious enough for small group grilling?,Do you need a grill with plenty of room for cooking small groups?,Are you looking for a grill that provides plenty of room for cooking for small groups?,Would you prefer a grill that takes up little room yet is large enough to cook for a small group?,Are you interested in a small grill that is spacious enough for a small group cooking?,A1GUUE1ZV0Z07P,B002DM1Z5C,28,119
3B623HUYK85B2Y0I7T12EMFG0EN8SU,Tent,Are you looking for a tent that is light weight and which is good for carrying in your back pack?,Do you need something light weight that you can carry in a backpack?,Are you looking for a lightweight tent?,Would you like to find a lightweight tent?,Are you interested in a tent with light weight enough to carry in a backpack?,A1B6O7SAIYG2N0,B00NFCFO0Q,1494,1707
3B6F54KMS6RTRYGX88SNZCS8M8H1S3,Bike,Do you want a nice little bike to ride in an ideal environment?,do you looking for a bike for a campus type environment?,Would you be interested in a nice little bike that is useful for running about on a campus type environment?,Are you interested in a nice bike to run around in a campus style environment?,Are you looking for a small bike that could be used in a campus or similar environment?,AZ05JR3XQN9IP,B000Y2ZFQ8,394,484
3B9XR6P1XIA15TFZNBCYDNEUC1UJBN,Bird feeder,Are you looking for a bird feeder with a perch?,Would you like a bird feeder with a large perch space and features that draw birds?,Have you considered the red bird feeder with lots of perch space and yellow flowers that draw little fliers in for feeding time?,Are you interested in a bird feeder with a large perch space?,Are you interested in a bird feeder with a large perch space?,A59QCLS2GDIZM,B005VA32W2,39,140
3B9XR6P1XIA15TFZNBCYDNEUC1VBJG,Walk-behind lawnmower,Are you looking for a mower that is great for mulching?,Do you need a walk-behind lawnmower which is great for mulching?,Are you looking for a walk-behind lawnmower that is great for mulching?,Do you think you would take a lawnmower which is great for mulching?,Do you think you would prefer a mower that is great for mulching?,A2TWELHGTGOWLS,B004IYJODI,759,790
3BA7SXOG2N5Z1J05S41XOCAKEC48R6,Tent,Do you want a budget backpacking tent?,Are you looking for a tent that is an excellent tent for backpacking on a budget?,Are you looking for an affordable and quality backpacking tent?,Aren't you interested in backpacking tent with a low budget?,Would you be interested in a tent that is excellent for backpacking on a budget?,AFRBSKSROHJLR,B00BMKD1DU,0,50
3BAKUKE4ALRHQJGKTJSI92NC06XR14,Bird feeder,Do you want a transparent bird feeder?,Are you looking for a bird feeder that allows you to actually see the birds while they feed?,Are you looking for a bird feeder that is fantastic for being able to actually see the birds while they feed?,Would you want a see-through bird feeder?,Looking for a clear bird feeder?,A2L75JR23K5YLI,B013MAUH98,43,124
3BAKUKE4ALRHQJGKTJSI92NC06Y1RF,Blender,Are you interested in a blender that is great for making your own pureed soups?,Would you be interested in a blender great for making pureed soups?,,Are you looking for a blender which can make pureed soups?,Do you have any interest in a blender that can make puréed soups?,A1BFPBJX1W1JTH,B00YEYL4SA,957,1085
3BAWBGQGZPENUCC3RJE1B93SOYAV7Y,Snow shovel,Are you looking for a snow shovel that can effectively plow thin layers of ice or hard-packed snow?,Would you be interested in a snow shovel that is perfect for plowing thin layers of ice or hard-packed snow?,Would you like to go for a snow shovel that is perfect for plowing thin layers of ice as well as hard-packed snow?,Do you want a perfect snow shovel to clear snow from hard to reach places as well as to plow thin layered ice?,Are you interested in a snow shovel that is effective at plowing thin layers of ice or hard packed snow?,A2ESZ87B9I5UKB,B000A1E7DA,99,157
3BAWBGQGZPENUCC3RJE1B93SOYB7VB,Bird feeder,Are you interested in a bird feeder with the perfect mesh size for clinging birds?,Are you interested in a bird feeder that has the mesh size which is perfect for clinging birds and the food they eat?,Do you want a bird feeder with mesh size perfect for clinging birds and the food they eat?,Were you looking for a bird feeder with the perfect mesh size for clinging birds?,Are you looking for a bird feeder with the perfect mesh size for clinging and feeding birds?,A1HV7JLTGXDX7K,B00YO14FRA,206,271
3BC9H1KCZYRJOL89429XAO63Z6LWYA,Walk-behind lawnmower,Would you like a walk-behind lawnmower that is great for tall grass and even leaves?,Would you like a walk-behind lawnmower that doesn't get bogged down in tall grass and is great for sucking up leaves?,Do you want a walk-behind lawnmower that is very good at sucking leaves?,Are you searching for a walk-behind lawnmower that is great for tall grass and for sucking up leaves?,Are you interested in owning a walk-behind lawnmower that can handle leaves and tall grass without getting clogged?,A1QEJ2QI6G3AUL,B0029TLUOA,292,374
3BC9H1KCZYRJOL89429XAO63Z6LYWC,Bike,Do you want a bike that is good for commuting?,Are you looking for a bike that's good for commuting and trips,Are you looking for a bike for commuting and to take on trips?,Are you looking for a bike to take on trips and that is good for commuting?,Are you interested in a bike for commuting and to take on trips?,A2LX2OWG17XTNQ,B01EUEWZKE,625,696
3BCRDCM0PH9QA14M95V23MSFDPK6KP,Walk-behind lawnmower,Are you looking for a mower that sharpen its own blades?,Are you looking for a lawnmower that can run backwards to sharpen the blades against the cutting bar when needed?,do you want a lawnmower with possibility to changing the gearing to run backwords to sharpen the blades against the cutting bar when it is needed?,How you looking for that mower sharpen blades against the cutting bar?,Would you like to buy a lawnmover that has the ability to run backwards in order sharpen the blades against the cutting bar when needed?,A1UJ2T7XDNOF25,B00004RA3E,2950,3078
3BCRDCM0PH9QA14M95V23MSFDPKK63,Vacuum,,,,,,A3FZHG7ACFLH0R,B005YXEBP8,49,77
3BDORL6HLOS1DMQI9GH2QY6343ORCU,Tent,Do you want a little tent that is perfect for backpacking?,Are you looking for the perfect tent for backpacking or just a single person?,Would you be interested in a perfect little tent for backpacking for just a single person?,Do you need the perfect tent for backpacking or just a single person?,Would you like a perfect tent for a single person?,A2N0JXUNOJREBC,B00LWW9FMY,0,59
3BDORL6HLOS1DMQI9GH2QY6343PCRG,Snow shovel,do you want a snow shovel that is perfect for using rid of snow?,Would you like a snow shovel perfect for getting rid of both wet and dry snow?,Are you looking for a snow shovelthat is perfect for getting rid of both wet and dry snow?,Would you be interested in a snow shovel to clear both wet and dry snow?,Are you in need of a snow shovel perfect for getting rid of both wet and dry snow?,A1CC7JOTMR53OP,B000A26WVE,82,130
3BFF0DJK91RU0IS6ARCX5IB3DJQST4,Tent,Are you looking for a tent that you can set up in less than 7 minutes?,"Would you be interested in a tent that's on the high end for pricing, but that has a very fast setup and keeps you safe from bears?",Would you be interested in tents who keeps you safe from bear?,Have you found a tent that you can set up in less than 7 minutes?,Do you need a tent that can safeguard you from bears and is easy to set up?,A3SHS1XGSRM0ZB,B00EVESW9M,0,183
3BFF0DJK91RU0IS6ARCX5IB3ER7TS3,Bird feeder,Are you looking for something that keeps big birds away?,Are you looking for a bird feeder that keeps big birds away?,Are you looking for the product that keeps big birds away?,Do you need a bird feeder that keeps big birds away?,Are you looking for a bird feeder that will deter larger birds?,A3A5T5R0SUPHH4,B0036C1EI6,434,499
3BFNCI9LZO53I3AK798VSEB9W6137C,Backpacking pack,Do you want a perfect backpack that's handy for hiking purposes when you want to travel light?,Are you looking for a perfect backpacking pack for hiking during light travel?,Do you need a bag for hiking?,Are you interested in a perfect backpacking pack for light hiking?,Are you interested in a good backpack that's perfect for hiking and travel?,A2BDP6J6ERQ4RO,B0092ECRMO,217,301
3BFNCI9LZO53I3AK798VSEB9XEI37A,Tent,,,,,,AKXWED3DGD034,B0016HMBN0,444,509
3BJKPTD2RGRIZ3STV2CSF867SPORTD,Vacuum,Do you want a light weight vacuum cleaner?,Are you looking for a light weight vacuum cleaner with adjustable bars to use it on a furniture and stairways as well?,Are you interested in a light weight and adjustable vacuum cleaner?,Are you looking for a  vacuum cleaner with adjustable bars to use it on a furniture and stairways as well?,Would your ideal vacuum be lightweight and adjustable?,A1INI8TPUC4PZS,B00008UI0R,148,254
3BJKPTD2RGRIZ3STV2CSF867SPOTRF,Ski jacket,Are you looking for a jacket that's good for skiing or boarding?,Do you want an overall good jacket?,Are you looking for a great ski jacket for skiing or boarding?,Are you interested in buying a ski jacket for skiing or boarding?,Would you be interested in a great skiing and boarding ski jacket?,A1P263S9V7SQV7,B00AQ62XBW,0,44
3BKZLF9913EE4OCNSTARIZOHB54QY0,Ski jacket,Are you looking for a jacket which is great for boarding?,Would you like a ski jacket that is great for boarding?,Are you looking for a jacket for boarding and riding?,How about a ski jacket that is suitable for boarding?,Have you found a a ski jacket that is great for boarding?,A1RJVR4KYORYA9,B00IJHXK6W,444,559
3BKZLF9913EE4OCNSTARIZOHB54YQ8,Ski jacket,Are you looking for a Ski jacket in an affordable price with quick delivery without extra charge?,Would you be interested in a reasonably priced ski jacket that comes with two sheets of DJS snowboarding stickers?,Would you like a great price-to-performance jacket that comes with a gift?,How about an affordable ski jacket that comes with a free gift?,Do you prefer a ski jacket with reasonable price along with a nice and cute gift?,A3HXGA3FWA79RG,B00757QPTG,0,193
3BO3NEOQN4W0R8Q1ZFR26BFOH4LAI8,Grill,"Do you want a 26"" Weber Grill that has enough space to store the requirements of grilling?","Are you looking for a grill with a 26""Weber that has enough room for everything you need for a great grill?","Are you looking for a 26"" grill that has plenty of room for everything?","Are you interested in a 26"" grill that has plenty of room for everything?","Do you need a 26"" grill that has plenty of room for everything?",A1T91Z7HNHBQ1I,B00N65AAW4,26,94
